preferred_ontology_term	MESH	UMLS	EFO	NCIT	OMIM	DOID	Orphanet	HP	MONDO	ICD-10	label
MONDO_0000359	C537565	CN201467		NCIT_C125598		DOID_0050568			MONDO_0000359		spondylocostal dysostosis
MONDO_0011247	C537567	C1865209			OMIM_602551				MONDO_0011247		jejunal atresia with renal adysplasia
MONDO_0018770	C537571	C0265275		NCIT_C84794		DOID_0050592	Orphanet_474		MONDO_0018770	Q77.2	Jeune syndrome
MONDO_0023513	C537572	C2931535							MONDO_0023513		Jeune syndrome situs inversus
MONDO_0007990	C537575	C0473586					Orphanet_2505		MONDO_0007990	Q82.8	multiple benign circumferential skin creases on limbs
MONDO_0043131	C537576	C2931537							MONDO_0043131		michels caskey syndrome
MONDO_0011637	C537579	C1853616			OMIM_606156				MONDO_0011637		Sener syndrome
MONDO_0017842	C537580	CN117960				DOID_0050576	Orphanet_3156		MONDO_0017842	Q61.5	Senior-Loken syndrome
MONDO_0011756	C537581	C1846979			OMIM_606996				MONDO_0011756		Senior-Loken syndrome 4
MONDO_0000332	C537582	C0520779				DOID_0050485			MONDO_0000332		sennetsu fever
MONDO_0011835	C537583	C1843851			OMIM_607459		Orphanet_70595		MONDO_0011835	G71.3	sensory ataxic neuropathy-dysarthria-ophthalmoparesis syndrome
MONDO_0018542	C537592	C1853118				DOID_0050590	Orphanet_42738		MONDO_0018542	D70	severe congenital neutropenia
MONDO_0017577	C537594	C2931542					Orphanet_29822		MONDO_0017577	G90.8	spontaneous periodic hypothermia
MONDO_0015462	C537595	C2931543					Orphanet_1506		MONDO_0015462	Q87.5	thin ribs-tubular bones-dysmorphism syndrome
MONDO_0008722	C537596			NCIT_C84539	OMIM_201470	DOID_0080154	Orphanet_26792		MONDO_0008722	E71.312	short chain acyl-CoA dehydrogenase deficiency
MONDO_0043199	C537597	C2931544							MONDO_0043199		short limb dwarf lethal colavita kozlowski type
MONDO_0011051	C537598	C1832435			OMIM_601356				MONDO_0011051		"lethal short-limb skeletal dysplasia, Al Gazali type"
MONDO_0010024	C537599	C0432198			OMIM_269860	DOID_9249	Orphanet_93268		MONDO_0010024	Q77.2	Beemer-Langer syndrome
MONDO_0019664	C537602	C0432197					Orphanet_93271		MONDO_0019664	Q77.2	"short rib-polydactyly syndrome, Verma-Naumoff type"
MONDO_0002580	C537605	C0346347		NCIT_C4543		DOID_3259			MONDO_0002580		orbit rhabdomyosarcoma
MONDO_0009112	C537607	C1857242			OMIM_222765	DOID_0110852	Orphanet_309796		MONDO_0009112	Q77.3	rhizomelic chondrodysplasia punctata type 2
MONDO_0010823	C537608	C1838612			OMIM_600121	DOID_0110853	Orphanet_309803		MONDO_0010823	Q77.3	rhizomelic chondrodysplasia punctata type 3
MONDO_0011079	C537609	C1832359			OMIM_601438		Orphanet_2831		MONDO_0011079	Q78.8	"rhizomelic dysplasia, Patterson-Lowry type"
MONDO_0012468	C537610	C1853197			OMIM_610319				MONDO_0012468		"rhizomelic dysplasia, scoliosis, and retinitis pigmentosa"
MONDO_0009996	C537611	C1849382			OMIM_268250		Orphanet_3098		MONDO_0009996	Q87.1	"rhizomelic syndrome, Urbach type"
MONDO_0011202	C537612	C1865794			OMIM_602152		Orphanet_140976		MONDO_0011202		RHYNS syndrome
MONDO_0011092	C537613	C1832273			OMIM_601477				MONDO_0011092		ribbing disease
MONDO_0023573	C537614	C2931546							MONDO_0023573		Kozlowski Warren Fisher syndrome
MONDO_0017682	C537615	C2931547					Orphanet_3082		MONDO_0017682	Q87.2	intellectual disability-polydactyly-uncombable hair syndrome
MONDO_0015282	C537616	C2931548					Orphanet_1345		MONDO_0015282		cardiomyopathy-cataract-hip spine disease syndrome
MONDO_0009856	C537617	C0796012		NCIT_C123436	OMIM_261540	DOID_0080201|DOID_0070312	Orphanet_709		MONDO_0009856	Q13.4	Peters plus syndrome
MONDO_0023575	C537618	C2931549							MONDO_0023575		Krauss Herman Holmes syndrome
MONDO_0023577	C537619	C2931550							MONDO_0023577		Krieble Bixler syndrome
MONDO_0007688	C537620	C0796081		NCIT_C123815	OMIM_139210		Orphanet_2588		MONDO_0007688	Q87.8	Myhre syndrome
MONDO_0009313	C537621	C2931551			OMIM_233810		Orphanet_2101		MONDO_0009313	Q87.8	Grubben-de Cock-Borghgraef syndrome
MONDO_0012999	C537622	C0574080			OMIM_612736	DOID_0050799	Orphanet_382		MONDO_0012999	E72.8	guanidinoacetate methyltransferase deficiency
MONDO_0011011	C537625	C0796046			OMIM_601187		Orphanet_1858		MONDO_0011011	Q87.5	skeletal dysplasia-epilepsy-short stature syndrome
MONDO_0009491	C537627	C1855627			OMIM_245010		Orphanet_2342		MONDO_0009491	Q82.8	Haim-Munk syndrome
MONDO_0009316	C537628	C1856241			OMIM_234030		Orphanet_1408		MONDO_0009316		hair defect-photosensitivity-intellectual disability syndrome
MONDO_0011599	C537630	C1853959|C0339402			OMIM_605808	DOID_0111079	Orphanet_179		MONDO_0011599	H30.1	birdshot chorioretinopathy
MONDO_0009404	C537632	C0220742			OMIM_239800	DOID_14670	Orphanet_2213		MONDO_0009404	Q87.0	"hypertelorism, microtia, facial clefting syndrome"
MONDO_0009872	C537633	C0266006	Orphanet_123		OMIM_262000	DOID_0050677	Orphanet_123		MONDO_0009872		Bjornstad syndrome
MONDO_0015439	C537636	C2931556|C0265407		NCIT_C121983			Orphanet_1447		MONDO_0015439	Q93.2	ring chromosome 4
MONDO_0022762	C537637								MONDO_0022762	Q93.3	chromosome 4 short arm deletion
MONDO_0016903	C537639						Orphanet_262029		MONDO_0016903	Q93.5	partial deletion of the long arm of chromosome 4
MONDO_0015767	C537643	C2931571					Orphanet_1738		MONDO_0015767	Q92.2	trisomy 4p
MONDO_0016955	C537644	C0795812				DOID_0111159	Orphanet_262860		MONDO_0016955	Q92.3	partial duplication of the long arm of chromosome 4
MONDO_0015571	C537647						Orphanet_1627		MONDO_0015571	Q93.5	deletion 5q35
MONDO_0016956	C537650	C1802398					Orphanet_262869		MONDO_0016956		partial trisomy of the long arm of chromosome 5
MONDO_0009424	C537651				OMIM_241200	DOID_0110143			MONDO_0009424	E26.8	Bartter disease type 2
MONDO_0011127	C537652				OMIM_601678	DOID_0110142	Orphanet_93604		MONDO_0011127	E26.8	Bartter disease type 1
MONDO_0011465	C537655	C1304297		NCIT_C27540	OMIM_604451	DOID_4279			MONDO_0011465		infundibulocystic basal cell carcinoma
MONDO_0011692	C537657	C1847731			OMIM_606656				MONDO_0011692		IBGC2
MONDO_0011841	C537658	C1843807			OMIM_607483	DOID_0050659	Orphanet_65284		MONDO_0011841	G25.8	biotin-responsive basal ganglia disease
MONDO_0007507	C537659				OMIM_129200		Orphanet_1658		MONDO_0007507	Q82.8	absence of fingerprints-congenital milia syndrome
MONDO_0021979	C537660	C2931577							MONDO_0021979		Basaran Yilmaz syndrome
MONDO_0011048	C537662				OMIM_601352		Orphanet_1948		MONDO_0011048	Q87.8	epilepsy-microcephaly-skeletal dysplasia syndrome
MONDO_0010535	C537663	C0346104			OMIM_301845		Orphanet_113		MONDO_0010535	L98.8	Bazex-Dupre-Christol syndrome
MONDO_0022552	C537664	C2931580							MONDO_0022552		Bazopoulou Kyrkanidou syndrome
MONDO_0022555	C537665	C2931581							MONDO_0022555		Beardwell syndrome
MONDO_0010311	C537666	C3490459|C0917713|C0699741		NCIT_C84587	OMIM_300376	DOID_9883	Orphanet_98895		MONDO_0010311	G71.0	Becker muscular dystrophy
MONDO_0008857	C537668	C1859526			OMIM_209970		Orphanet_1237		MONDO_0008857	Q87.8	Beemer-Ertbruggen syndrome
MONDO_0008858	C537669	C0221061			OMIM_210000		Orphanet_1239		MONDO_0008858	H35.5	Behr syndrome
MONDO_0022557	C537670								MONDO_0022557		behrens baumann dust syndrome
MONDO_0000127	C537677	C3489726					Orphanet_2623		MONDO_0000127	Q87.1	geleophysic dysplasia
MONDO_0016159	C537678	C2931587					Orphanet_2074		MONDO_0016159		Gemignani syndrome
MONDO_0009903	C537680	C0265257			OMIM_263750		Orphanet_246		MONDO_0009903	Q75.4	postaxial acrofacial dysostosis
MONDO_0008588	C537682	C2931589			OMIM_190100		Orphanet_53372		MONDO_0008588	G25.3	hereditary geniospasm
MONDO_0009270	C537683	C1856466			OMIM_231060		Orphanet_2075		MONDO_0009270	Q87.8	genito-palato-cardiac syndrome
MONDO_0011059	C537684	C1832424			OMIM_601370		Orphanet_2163		MONDO_0011059	Q04.2	holoprosencephaly-craniosynostosis syndrome
MONDO_0007654	C537685	C1842052			OMIM_137370				MONDO_0007654		"genu valgum, st. Helena familial"
MONDO_0011045	C537686	C1832440|C4275099			OMIM_601349		Orphanet_3434		MONDO_0011045	Q87.8	MMEP syndrome
MONDO_0012432	C537688	C1857780			OMIM_610188	DOID_0111000			MONDO_0012432		Joubert syndrome 5
MONDO_0012539	C537689	C1853153			OMIM_610688	DOID_0111001			MONDO_0012539		Joubert syndrome 6
MONDO_0008992	C537690	C0796099			OMIM_216100		Orphanet_2319		MONDO_0008992	Q87.0	Juberg-Hayward syndrome
MONDO_0023521	C537692	C2931590							MONDO_0023521		Judge Misch wright syndrome
MONDO_0011078	C537694	C1832362			OMIM_601427				MONDO_0011078		"anterior chamber cleavage disorder, cerebellar hypoplasia, hypothyroidism, and tracheal stenosis"
MONDO_0000608	C537696	CN239392				DOID_0060062			MONDO_0000608		familial juvenile hyperuricemic nephropathy
MONDO_0011107	C537698	C1832162			OMIM_601553	DOID_0110711	Orphanet_1573		MONDO_0011107	Q84.0	congenital hypotrichosis with juvenile macular dystrophy
MONDO_0009728	C537699	C1855681|CN205459		NCIT_C74998	OMIM_256100	DOID_0111112	Orphanet_93592		MONDO_0009728	Q61.5	nephronophthisis 1
MONDO_0019409	C537700	CN536248		NCIT_C119996	OMIM_259750	DOID_12559	Orphanet_85193		MONDO_0019409	M81.5	idiopathic juvenile osteoporosis
MONDO_0009394	C537701			NCIT_C131861	OMIM_239000		Orphanet_2801		MONDO_0009394	M88.9|M88.0|M88.8	juvenile Paget disease
MONDO_0011823	C537704	C1846331			OMIM_607371		Orphanet_79107		MONDO_0011823	Q87.8	developmental malformations-deafness-dystonia syndrome
MONDO_0016512	C537705	C0796004		NCIT_C124837		DOID_0060473	Orphanet_2322		MONDO_0016512	Q87.0	Kabuki syndrome
MONDO_0009814	C537706	C1850140			OMIM_259690		Orphanet_2324		MONDO_0009814		osteopenia-intellectual disability-sparse hair syndrome
MONDO_0023530	C537707	C1171349							MONDO_0023530		kallikrein hypertension
MONDO_0009497	C537708	C0796010			OMIM_245180				MONDO_0009497		Kifafa seizure disorder
MONDO_0011997	C537709	C1842362		NCIT_C150368	OMIM_608233	DOID_0060540	Orphanet_183678		MONDO_0011997	E70.3	Hermansky-Pudlak syndrome 2
MONDO_0007922	C537710	C0265345		NCIT_C128191	OMIM_153400		Orphanet_33001		MONDO_0007922	Q82.0	lymphedema-distichiasis syndrome
MONDO_0007918	C537711	C1835265			OMIM_152950	DOID_0060349	Orphanet_2526		MONDO_0007918	Q87.8	"microcephaly with or without chorioretinopathy, lymphedema, or mental retardation"
MONDO_0015233	C537713	C2931593					Orphanet_1123		MONDO_0015233		caudal appendage-deafness syndrome
MONDO_0009543	C537714	C0796024			OMIM_247990		Orphanet_2083		MONDO_0009543	Q87.8	prominent glabella-microcephaly-hypogenitalism syndrome
MONDO_0007923	C537717				OMIM_153470				MONDO_0007923		"macrocephaly, benign familial"
MONDO_0016571	C537718						Orphanet_2427		MONDO_0016571		macrocephaly-short stature-paraplegia syndrome
MONDO_0017475	C537719						Orphanet_295047	HP_0100747	MONDO_0017475	Q74.2	macrodactyly of toes
MONDO_0017474	C537720						Orphanet_295044	HP_0100746	MONDO_0017474	Q74.0	macrodactyly of fingers
MONDO_0009545	C537721	C2931597			OMIM_248010				MONDO_0009545		"macroepiphyseal dysplasia with osteoporosis, wrinkled skin, and aged appearance"
MONDO_0042726	C537722	C2931598							MONDO_0042726		"macrogyria, pseudobulbar palsy and mental retardation"
MONDO_0010283	C537723	C1846058		NCIT_C126747	OMIM_300260	DOID_0060799	Orphanet_1762		MONDO_0010283	Q99.8|Q87.8	syndromic X-linked intellectual disability Lubs type
MONDO_0010655	C537724	C0796022			OMIM_309520		Orphanet_776		MONDO_0010655	Q87.8	X-linked intellectual disability with marfanoid habitus
MONDO_0008868	C537726	C0400972			OMIM_210550				MONDO_0008868		biliary malformation with renal tubular insufficiency
MONDO_0009933	C537727	C0265800|C1849554		NCIT_C99034	OMIM_265300		Orphanet_2414		MONDO_0009933	Q33.8	congenital pulmonary lymphangiectasia
MONDO_0011749	C537729	C1847024			OMIM_606952	DOID_0070095	Orphanet_79434		MONDO_0011749	E70.3	oculocutaneous albinism type 1B
MONDO_0008746	C537730	C0268495			OMIM_203200	DOID_0070096	Orphanet_79432		MONDO_0008746	E70.3	oculocutaneous albinism type 2
MONDO_0008747	C537731|C537189	C2931599|C0342683			OMIM_203290	DOID_0070097	Orphanet_79433		MONDO_0008747	E70.3	oculocutaneous albinism type 3
MONDO_0008396	C537732	C0796140			OMIM_180900		Orphanet_2709		MONDO_0008396	Q87.8	"oculodental syndrome, Rutherfurd type"
MONDO_0017125	C537735|C537465	C2931601|C1846265					Orphanet_2712		MONDO_0017125	Q87.8	oculofaciocardiodental syndrome
MONDO_0015824	C537736	C1838348					Orphanet_1794		MONDO_0015824	Q75.1	oculomaxillofacial dysostosis
MONDO_0009772	C537739	C1850331			OMIM_257970				MONDO_0009772		oculorenocerebellar syndrome
MONDO_0008118	C537740	C1834013			OMIM_164330		Orphanet_2724		MONDO_0008118		odontomatosis-aortae esophagus stenosis syndrome
MONDO_0011034	C537741	C1832473			OMIM_601319		Orphanet_1811		MONDO_0011034		odontomicronychial dysplasia
MONDO_0009773	C537742	C1275074|C0796093			OMIM_257980		Orphanet_2721		MONDO_0009773	Q82.4	odonto-onycho-dermal dysplasia
MONDO_0019152	C537743	C1306122					Orphanet_75382		MONDO_0019152	H53.6	Oguchi disease
MONDO_0012438	C537745	C1857762			OMIM_610204	DOID_0060274	Orphanet_166068		MONDO_0012438	Q04.3	pontocerebellar hypoplasia type 5
MONDO_0009780	C537747	C1850317			OMIM_258320		Orphanet_2736		MONDO_0009780	Q87.8	lethal omphalocele-cleft palate syndrome
MONDO_0009774	C537748	C1850321		NCIT_C99142	OMIM_258040	DOID_0080175	Orphanet_93929	HP_0010475	MONDO_0009774	Q64.1	cloacal exstrophy
MONDO_0010082	C537749	C0795947			OMIM_271960		Orphanet_3191		MONDO_0010082		subaortic stenosis-short stature syndrome
MONDO_0003825	C537750	C0346255	EFO_1000315	NCIT_C4526		DOID_6245			MONDO_0003825		kidney oncocytoma
MONDO_0018124	C537751	C1274103		NCIT_C67235			Orphanet_352540		MONDO_0018124	M83.8	Oncogenic osteomalacia
MONDO_0009781	C537752	C1850316			OMIM_258360		Orphanet_2739		MONDO_0009781		Onychotrichodysplasia and neutropenia
MONDO_0009963	C537754	C1849438			OMIM_266910		Orphanet_3404		MONDO_0009963	Q87.8	Ulbright-Hodes syndrome
MONDO_0009966	C537756	C2673885			OMIM_267010	DOID_0070121	Orphanet_3032		MONDO_0009966	Q61.9	NPHP3-related Meckel-like syndrome
MONDO_0009071	C537757						Orphanet_94088		MONDO_0009071		hereditary renal hypouricemia
MONDO_0009967	C537759				OMIM_267200				MONDO_0009967		renal tubular acidosis 3
MONDO_0010653	C537761	C0796135			OMIM_309500	DOID_0060179	Orphanet_3242		MONDO_0010653	Q87.5	Renpenning syndrome
MONDO_0019866	C537762						Orphanet_96060		MONDO_0019866	Q92.1	mosaic trisomy 5
MONDO_0015440	C537763	C0795814|C2931604		NCIT_C121985			Orphanet_1448		MONDO_0015440	Q93.2	ring chromosome 6
MONDO_0007134	C537766	C1862841			OMIM_106995		Orphanet_1487		MONDO_0007134	Q84.6	Cooks syndrome
MONDO_0010930	C537767	C1833339			OMIM_600776		Orphanet_1104		MONDO_0010930	Q87.8	anophthalmia plus syndrome
MONDO_0011010	C537768	C1832661			OMIM_601186	DOID_0050819	Orphanet_2470		MONDO_0011010	Q11.2	Matthew-wood syndrome
MONDO_0008800	C537769				OMIM_206920	DOID_0060861	Orphanet_1106		MONDO_0008800	Q87.2	microphthalmia with limb anomalies
MONDO_0010107	C537770	C1261504|C0405582|C0266427			OMIM_273250		Orphanet_983		MONDO_0010107	Q55.0	testicular regression syndrome
MONDO_0019938	C537771						Orphanet_96346		MONDO_0019938		anorectal malformation
MONDO_0010920	C537772				OMIM_600674		Orphanet_83463		MONDO_0010920	Q17.2	microtia
MONDO_0019780	C537772						Orphanet_93976		MONDO_0019780	Q16.0|Q16.1	anotia
MONDO_0011015	C537774	C1832609			OMIM_601202	DOID_0110257			MONDO_0011015	Q12.0	cataract 24
MONDO_0021896	C537776	C2931608							MONDO_0021896		anterior spinal artery stroke
MONDO_0009883	C537777	C2752081			OMIM_262850	DOID_0060601	Orphanet_79		MONDO_0009883	D68.8	alpha-2-plasmin inhibitor deficiency
MONDO_0019344	C537778	C2609059	EFO_1001982				Orphanet_81		MONDO_0019344	M35.8	antisynthetase syndrome
MONDO_0020670	C537779								MONDO_0020670		antithrombin deficiency type 2
MONDO_0008803	C537780	C0265307			OMIM_207410	DOID_0050462	Orphanet_83		MONDO_0008803	Q87.0	Antley-Bixler syndrome
MONDO_0016077	C537782	C2931610					Orphanet_2037		MONDO_0016077	Q21.4	congenital aortopulmonary window
MONDO_0012427	C537783			NCIT_C114768	OMIM_610168	DOID_0070234			MONDO_0012427		Loeys-Dietz syndrome 2
MONDO_0007568	C537784	C1851504			OMIM_132900				MONDO_0007568		"aortic aneurysm, familial thoracic 4"
MONDO_0007143	C537785	C1862682			OMIM_107500		Orphanet_1110		MONDO_0007143	Q87.8	aortic arch anomaly-facial dysmorphism-intellectual disability syndrome
MONDO_0012456	C537786	C1853230		NCIT_C35172	OMIM_610256	DOID_11367	Orphanet_83461		MONDO_0012456	Q12.3	congenital primary aphakia
MONDO_0008808	C537788	C1859753			OMIM_207731		Orphanet_1116		MONDO_0008808		aplasia cutis congenita-intestinal lymphangiectasia syndrome
MONDO_0015944	C537790	C2931613					Orphanet_1834		MONDO_0015944	Q87.8	axial mesodermal dysplasia spectrum
MONDO_0007181	C537791	C1862372			OMIM_109130	DOID_0080039			MONDO_0007181		axial osteomalacia
MONDO_0008155	C537792	C0432264			OMIM_166450		Orphanet_2777		MONDO_0008155	Q78.2	osteomesopyknosis
MONDO_0010558	C537793	C1844836			OMIM_303110		Orphanet_1435		MONDO_0010558	Q87.8	choroideremia-deafness-obesity syndrome
MONDO_0021962	C537795	C2931615							MONDO_0021962		baetz-greenwalt syndrome
MONDO_0021964	C537796	C2931616							MONDO_0021964		bagatelle Cassidy syndrome
MONDO_0017275	C537797	C2931617					Orphanet_2819		MONDO_0017275		spastic paraplegia-facial-cutaneous lesions syndrome
MONDO_0016009	C537798	C0265373					Orphanet_1913		MONDO_0016009	Q86.8	fetal trimethadione syndrome
MONDO_0009271	C537799	C0432255			OMIM_231070		Orphanet_2078		MONDO_0009271	Q82.8	geroderma osteodysplastica
MONDO_0023230	C537803	C2974016							MONDO_0023230		Ghose-Sachdev-Kumar syndrome
MONDO_0009916	C537805|C564868	C0268296		NCIT_C120203	OMIM_264300		Orphanet_752		MONDO_0009916	E29.1	"46,XY disorder of sex development due to 17-beta-hydroxysteroid dehydrogenase 3 deficiency"
MONDO_0016905	C537807	C0795816					Orphanet_262047		MONDO_0016905	Q93.5	partial deletion of the long arm of chromosome 6
MONDO_0019881	C537810						Orphanet_96098		MONDO_0019881	Q92.3	distal trisomy 6q
MONDO_0016943	C537811	CN036641					Orphanet_262740		MONDO_0016943		partial duplication of the short arm of chromosome 6
MONDO_0016957	C537812						Orphanet_262878		MONDO_0016957		partial duplication of the long arm of chromosome 6
MONDO_0015441	C537813	C2931622|C0795818		NCIT_C121986			Orphanet_1449		MONDO_0015441	Q93.2	ring chromosome 7
MONDO_0016944	C537819	C0795820					Orphanet_262749		MONDO_0016944		partial duplication of the short arm of chromosome 7
MONDO_0016958	C537821	C0795821					Orphanet_262887		MONDO_0016958		partial duplication of the long arm of chromosome 7
MONDO_0015771	C537822	CN036006|C2931631					Orphanet_1747		MONDO_0015771	Q92.1	mosaic trisomy 7
MONDO_0022794	C537823	C0265418		NCIT_C36535					MONDO_0022794		chromosome 8 deletion
MONDO_0015443	C537824	C2931633|CN036129		NCIT_C121988			Orphanet_1450		MONDO_0015443	Q93.2	chromosome 8-derived supernumerary ring/marker
MONDO_0016890	C537826	C2931635					Orphanet_261920		MONDO_0016890	Q93.5	partial deletion of the short arm of chromosome 8
MONDO_0016658	C537827	CN201888					Orphanet_251071		MONDO_0016658	Q93.5	8p23.1 microdeletion syndrome
MONDO_0016907	C537828	C0795828					Orphanet_262065		MONDO_0016907	Q93.5	partial deletion of the long arm of chromosome 8
MONDO_0018942	C537829	C2931639					Orphanet_592		MONDO_0018942	M60.8	macrophagic myofasciitis
MONDO_0009547	C537830	C1855467			OMIM_248110		Orphanet_2432		MONDO_0009547	Q87.0	macrosomia-microphthalmia-cleft palate syndrome
MONDO_0010845	C537831	C1834478			OMIM_600208				MONDO_0010845		macrothrombocytopenia and progressive sensorineural deafness
MONDO_0007933	C537832				OMIM_153840				MONDO_0007933		vitelliform macular dystrophy 1
MONDO_0007934	C537833	C1828210|C4304667			OMIM_153870		Orphanet_251287		MONDO_0007934	H35.5	benign concentric annular macular dystrophy
MONDO_0007630	C537835	C0730294			OMIM_136550		Orphanet_75327		MONDO_0007630	H35.5	North Carolina macular dystrophy
MONDO_0016574	C537836	C1835172					Orphanet_2435		MONDO_0016574		hypo- and hypermelanotic cutaneous macules-retarded growth-intellectual disability syndrome
MONDO_0012316	C537839	C1864997		NCIT_C119058	OMIM_609628		Orphanet_77297		MONDO_0012316		Majeed syndrome
MONDO_0016217	C537840	C1608983					Orphanet_210272		MONDO_0016217	H81.8	mal de Debarquement
MONDO_0011312	C537842	C1863925			OMIM_603386				MONDO_0011312		"thyroid carcinoma, nonmedullary, with or without cell oxyphilia"
MONDO_0020297	C537846	CN166718					Orphanet_98733		MONDO_0020297		Noonan syndrome and Noonan-related syndrome
MONDO_0012371	C537847	C1860991			OMIM_609942	DOID_0060581			MONDO_0012371		Noonan syndrome 3
MONDO_0009760	C537848	C0796089			OMIM_257320	DOID_0060902	Orphanet_89844		MONDO_0009760	Q04.3	Norman-Roberts syndrome
MONDO_0010691	C537849	C0266526		NCIT_C118634	OMIM_310600	DOID_0060844	Orphanet_649		MONDO_0010691	H35.5	Norrie disease
MONDO_0008106	C537854				OMIM_164100				MONDO_0008106		NYS2
MONDO_0012015	C537855	C1842186			OMIM_608345				MONDO_0012015		NYS3
MONDO_0008654	C537856				OMIM_193003				MONDO_0008654		NYS4
MONDO_0008107	C537857	C1834078			OMIM_164150				MONDO_0008107		"nystagmus, hereditary vertical"
MONDO_0016395	C537858	C2931644					Orphanet_2253		MONDO_0016395	H26.0	foveal hypoplasia-presenile cataract syndrome
MONDO_0010572	C537860	C0268353			OMIM_304150		Orphanet_198		MONDO_0010572	E83.0	occipital horn syndrome
MONDO_0008753	C537862|D000474	C2931645|C0002066		NCIT_C84546	OMIM_203500	DOID_9270	Orphanet_56		MONDO_0008753	E70.2|E70.29	alkaptonuria
MONDO_0021019	C537863	C0342684		NCIT_C118785	OMIM_300500		Orphanet_54		MONDO_0021019	E70.3	X-linked recessive ocular albinism
MONDO_0011082	C537865	C1832352			OMIM_601452		Orphanet_398156		MONDO_0011082	Q87.0	oculoauriculofrontonasal syndrome
MONDO_0010093	C537869	C2931647			OMIM_272450		Orphanet_2654		MONDO_0010093		syndesmodysplasic dwarfism
MONDO_0009510	C537871	C4510411|C1855548			OMIM_245590		Orphanet_220465		MONDO_0009510	D82.8|E34.3	Laron syndrome with immunodeficiency
MONDO_0009512	C537872	C4304741|C1855535			OMIM_245650		Orphanet_2371		MONDO_0009512	Q74.8	lethal Larsen-like syndrome
MONDO_0009511	C537874				OMIM_245600		Orphanet_284139		MONDO_0009511	Q74.8	"Larsen-like syndrome, B3GAT3 type"
MONDO_0016060	C537875			NCIT_C98622			Orphanet_2004		MONDO_0016060	Q32.1	laryngotracheoesophageal cleft
MONDO_0023597	C537876	C0396072							MONDO_0023597		laryngeal papillomatosis
MONDO_0023601	C537877	C0342467		NCIT_C131442					MONDO_0023601		non-classic congenital adrenal hyperplasia
MONDO_0007537	C537878	C1851710|C0344487			OMIM_130720		Orphanet_2789		MONDO_0007537	Q87.5	lateral meningocele syndrome
MONDO_0012133	C537879	C1837314			OMIM_608814				MONDO_0012133		"lateral semicircular canal malformation, familial, with external and middle ear abnormalities"
MONDO_0011816	C537880	C1846421			OMIM_607330		Orphanet_46059		MONDO_0011816	Q87.8	lathosterolosis
MONDO_0007380	C537881	CN207224|C1690006|C2931650			OMIM_122200		Orphanet_98964		MONDO_0007380	H18.5	lattice corneal dystrophy type I
MONDO_0023607	C537882	C2931651							MONDO_0023607		Laurence-Prosser-Rocker syndrome
MONDO_0011414	C537884				OMIM_604229	DOID_0060673	Orphanet_708	HP_0000659	MONDO_0011414	Q13.4	Peters anomaly
MONDO_0015095	C537885	C2931652					Orphanet_101033		MONDO_0015095	Q13.3	Peters anomaly-cataract syndrome
MONDO_0017920	C537887	C2931654					Orphanet_3224		MONDO_0017920	Q87.8	deafness-genital anomalies-metacarpal and metatarsal synostosis syndrome
MONDO_0017377	C537888	C2931655					Orphanet_2921		MONDO_0017377	Q87.2	preaxial polydactyly-colobomata-intellectual disability syndrome
MONDO_0009858	C537889	C1849929			OMIM_261560		Orphanet_2871		MONDO_0009858	Q87.1	Pfeiffer-Palm-Teller syndrome
MONDO_0043172	C537890	C2931656							MONDO_0043172		pfeiffer rockelein syndrome
MONDO_0043174	C537891	C2931657							MONDO_0043174		pfeiffer tietze welte syndrome
MONDO_0017317	C537893	C2931658					Orphanet_2874		MONDO_0017317	Q85.8	phakomatosis pigmentokeratotica
MONDO_0017318	C537894						Orphanet_2875		MONDO_0017318	Q85.8	phakomatosis pigmentovascularis
MONDO_0009862	C537896	C0268465|C2936906		NCIT_C138173	OMIM_261630		Orphanet_226		MONDO_0009862	E70.1	dihydropteridine reductase deficiency
MONDO_0043176	C537897	C1291401							MONDO_0043176		phosphoribosylpyrophosphate synthetase deficiency
MONDO_0021966	C537899	C2931659							MONDO_0021966		baker Vinters syndrome
MONDO_0009437	C537901	C1855794			OMIM_241850	DOID_0050655	Orphanet_1226		MONDO_0009437	E03.1	Bamforth-Lazarus syndrome
MONDO_0008874	C537902	C0342284			OMIM_210740		Orphanet_1227		MONDO_0008874	E31.8	Bangstad syndrome
MONDO_0021969	C537903								MONDO_0021969		Banti syndrome
MONDO_0011012	C537904				OMIM_601195	DOID_0111033	Orphanet_139507		MONDO_0011012	E83.1	African iron overload
MONDO_0021971	C537906	C2931663							MONDO_0021971		Baraitser Rodeck garner syndrome
MONDO_0007797	C537907	C1840333		NCIT_C130983	OMIM_146255	DOID_0060878	Orphanet_2237		MONDO_0007797	Q87.8	hypoparathyroidism-deafness-renal disease syndrome
MONDO_0008853	C537908	C1319466			OMIM_209885	DOID_0060549	Orphanet_1231		MONDO_0008853	Q87.0	Barber-Say syndrome
MONDO_0008854	C537909	C2936862	EFO_0009021		OMIM_209900	DOID_0110123			MONDO_0008854	Q87.89	Bardet-Biedl syndrome 1
MONDO_0014432	C537910	C2936863			OMIM_615981	DOID_0110124			MONDO_0014432	Q87.89	Bardet-Biedl syndrome 2
MONDO_0010832	C537911	C1859564			OMIM_600151	DOID_0110125			MONDO_0010832	Q87.89	Bardet-Biedl syndrome 3
